Upstairs;4.3312707;-3.7864566
Upstairs;3.9090397;-2.7921712
Upstairs;13.402422;-3.8273177
Upstairs;7.6273947;-3.1463003
Upstairs;8.921328;-3.0237172
Upstairs;7.0553403;-4.3312707
Upstairs;8.539958;-3.336985
Upstairs;10.95076;-3.1054392
Upstairs;8.771504;-3.568531
Upstairs;9.466142;-3.5276701
Upstairs;9.343558;-3.405087
Upstairs;6.8237944;-3.3642259
Upstairs;11.563675;-3.636633
Upstairs;12.598822;-2.8738933
Upstairs;9.466142;0.5720546
Upstairs;9.084772;-0.08172209
Upstairs;9.915613;0.46309182
Upstairs;9.888372;2.5333846
Upstairs;8.499097;3.214402
Upstairs;7.082581;3.2961242
Upstairs;4.903325;3.8273177
Upstairs;4.9850473;5.175732
Upstairs;6.6331096;6.510526
Upstairs;11.114203;6.66035
Upstairs;14.519291;2.7240696
Upstairs;10.038197;1.9477097
Upstairs;8.921328;0.5720546
Upstairs;8.62168;0.040861044
Upstairs;8.471856;0.10896278
Upstairs;9.724928;0.38136974
Upstairs;12.14935;0.46309182
Upstairs;13.633968;0.6537767
Upstairs;11.686258;1.6480621
Upstairs;10.760075;1.1441092
Upstairs;6.6331096;0.95342433
Upstairs;4.8216033;0.7218784
Upstairs;4.0588636;2.1792557
Upstairs;8.430995;7.8180795
Upstairs;7.273266;1.9885708
Upstairs;11.495573;1.2258313
Upstairs;7.8180795;0.3405087
Upstairs;6.891896;-0.46309182
Upstairs;8.962189;-0.08172209
Upstairs;11.264028;2.4108016
Upstairs;16.589584;0.8036005
Upstairs;14.1787815;0.46309182
Upstairs;11.75436;1.1441092
Upstairs;5.7477865;0.7627395
Upstairs;3.9090397;1.1849703
Upstairs;3.8681788;4.7126403
Upstairs;8.008764;5.7886477
Upstairs;8.117727;2.3426998
Upstairs;9.915613;1.2258313
Upstairs;8.812365;0.040861044
Upstairs;7.1234417;0.50395286
Upstairs;13.947236;2.0294318
Upstairs;13.947236;1.1441092
Upstairs;11.727119;0.19068487
Upstairs;8.117727;0.42223078
Upstairs;4.4810944;1.3075534
Upstairs;6.0474343;6.4424243
Upstairs;9.425281;7.668256
Upstairs;5.8976107;2.5333846
Upstairs;8.962189;1.7570249
Upstairs;7.43671;-0.0
Upstairs;7.5456724;0.53119355
Upstairs;12.980191;2.1111538
Upstairs;15.785983;0.3405087
Upstairs;11.727119;1.879608
Upstairs;6.2108784;-0.10896278
Upstairs;3.9499009;1.334794
Upstairs;7.5456724;4.9850473
Upstairs;9.765789;3.214402
Upstairs;10.038197;0.8036005
Upstairs;8.308413;-0.3405087
Upstairs;7.3141265;0.7218784
Upstairs;12.762266;1.8387469
Upstairs;13.756551;1.607201
Upstairs;11.114203;1.2258313
Upstairs;8.580819;1.2258313
Upstairs;4.630918;1.3756552
Upstairs;4.5219555;4.399372
Upstairs;13.211738;5.366417
Upstairs;12.067628;2.1111538
Upstairs;8.240311;0.7218784
Upstairs;7.5456724;0.5720546
Upstairs;8.240311;0.42223078
Upstairs;14.1787815;0.88532263
Upstairs;13.6748295;0.46309182
Upstairs;11.372991;1.0351465
Upstairs;7.6273947;0.5720546
Upstairs;4.0180025;0.6537767
Upstairs;3.336985;4.671779
Upstairs;9.507003;7.668256
Upstairs;12.680544;1.2258313
Upstairs;9.152874;0.92618364
Upstairs;9.765789;-2.1111538
Upstairs;8.962189;-1.7297841
Upstairs;10.147159;-1.6480621
Upstairs;7.8861814;-0.61291564
Upstairs;10.147159;-0.7218784
Upstairs;16.970953;-2.0294318
Upstairs;11.563675;1.0760075
Upstairs;6.2789803;2.8330324
Upstairs;2.9556155;2.2609777
Upstairs;3.3778462;6.932757
Upstairs;13.988097;7.273266
Upstairs;15.322891;2.1111538
Upstairs;10.228881;0.3405087
